LDGS_NM,CTPRVN_NM,GUGUN_NM,LDGS_ADDR,PET_INFO_CN
노보텔 앰배서더 수원,경기,수원시,경기 수원시 팔달구 덕영대로 902,['반려동물 동반 불가']
라마다 플라자 수원,경기,수원시,경기 수원시 팔달구 중부대로 150,['반려동물 동반 불가']
심포니 호텔,경기,수원시,경기 수원시 영통구 반달로128번길 13,['반려동물 동반 불가']
이비스 수원 앰배서더,경기,수원시,경기 수원시 팔달구 권광로 132,['반려동물 동반 불가']
더마레보,경기,수원시,경기 수원시 영통구 봉영로 1591,['반려동물 동반 불가']
MS 호텔,부산,해운대구,부산 해운대구 해운대해변로 271,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
코리아관광호텔,경기,수원시,경기 수원시 팔달구 권광로175번길 62,['반려동물 동반 불가']
"그래비티 서울 판교 오토그래프 컬렉션, 메리어트 인터내셔널",경기,성남시,경기 성남시 분당구 판교역로146번길 2,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
카인드호텔,경기,성남시,경기 성남시 분당구 황새울로329번길 10,['반려동물 동반 불가']
서머셋 센트럴 분당,경기,성남시,경기 성남시 분당구 황새울로311번길 36,['반려동물 동반 불가']
밀리토피아호텔,경기,성남시,경기 성남시 수정구 위례대로 83,['반려동물 동반 불가']
코트야드 바이 메리어트 서울 판교,경기,성남시,경기 성남시 분당구 판교역로192번길 12,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
메이트 호텔 분당,경기,성남시,경기 성남시 분당구 황새울로335번길 7,['반려동물 동반 불가']
바인 호텔,경기,성남시,경기도 성남시 중원구 산성대로 184,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
분당 리젠시 호텔,경기,성남시,경기 성남시 분당구 황새울로 352,['반려동물 동반 불가']
고려호텔,경기,부천시,경기 부천시 길주로 66,['반려동물 동반 불가']
폴라리스 호텔,경기,부천시,경기 부천시 소향로13번길 27,['반려동물 동반 불가']
부천 호텔,경기,부천시,경기 부천시 길주로 131,['반려동물 동반 불가']
제니스 호텔,경기,부천시,경기 부천시 길주로77번길 19-24,['반려동물 동반 불가']
테마파크 관광호텔,경기,부천시,경기 부천시 길주로 69,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 파비아,경기,부천시,경기 부천시 부일로 510,"['반려동물 동반 가능(객실당 2마리, 1마리당 최대 10 kg)*']"
베니키아 JD 관광호텔,경기,남양주시,경기 남양주시 진접읍 해밀예당1로 50-44,['반려동물 동반 불가']
호텔 더메이,경기,남양주시,경기 남양주시 별내2로 70,['반려동물 동반 불가']
김포 스타비아호텔,경기,김포시,경기 김포시 태장로795번길 147,['반려동물 동반 불가']
김포 아셈호텔,경기,김포시,경기 김포시 태장로795번길 145,['반려동물 동반 불가']
김포 펜타스타호텔,경기,김포시,경기 김포시 태장로795번길 111,['반려동물 동반 불가']
레스트 호텔,경기,김포시,경기 김포시 태장로795번길 151,['반려동물 동반 불가']
호텔라르김포,경기,김포시,경기 김포시 고촌읍 장차로5번길 5-9,['반려동물 동반 불가']
아리수 호텔,경기,김포시,경기 김포시 태장로795번길 123,['반려동물 동반 불가']
GM 제이에스 부티크 호텔,경기,광명시,경기 광명시 오리로854번길 16-18,['반려동물 동반 불가']
라까사호텔 광명,경기,광명시,경기 광명시 일직로12번길 22,['반려동물 동반 불가']
소노캄 고양,경기,고양시,경기 고양시 일산동구 태극로 20,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
청평가족호텔,경기,가평군,경기 가평군 상면 덕현산장길 43-19,['반려동물 동반 무료']
클럽인너,경기,가평군,경기 가평군 가평읍 북한강변로 382,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 에버리치,인천,강화군,인천 강화군 강화읍 화성길50번길 43,['반려동물 동반 불가']
강화도 프레시아 호텔,인천,강화군,인천 강화군 길상면 전등사로 41,['반려동물 동반 불가']
호텔 스카이파크 인천 송도,인천,연수구,인천 연수구 컨벤시아대로 233,['반려동물 동반 불가']
파라다이스시티,인천,중구,인천 중구 영종해안남로321번길 186,['반려동물 동반 불가']
"홀리데이 인 인천 송도, IHG 호텔",인천,연수구,인천 연수구 인천타워대로 251,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
경원재 앰배서더 인천 어소시에이티드 위드 아코르,인천,연수구,인천 연수구 테크노파크로 200,['반려동물 동반 불가']
네스트 호텔 인천,인천,중구,인천 중구 영종해안남로 19-5,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
송도 센트럴파크 호텔,인천,연수구,인천 연수구 테크노파크로 193,"['반려동물 동반 가능(반려견과 반려묘만 허용, 1마리당 최대 10 kg)*', '장애인 안내 동물 동반 가능', '특정 객실만*', '반려동물 감독 필수']"
오크우드 프리미어 인천,인천,연수구,인천 연수구 컨벤시아대로 165,"['반려동물 동반 가능(반려견과 반려묘만 허용, 객실당 2마리, 1마리당 최대 10 kg)*', '특정 객실만, 제한 사항 적용*', '반려동물 감독 필수']"
인천공항호텔,인천,중구,인천 중구 신도시남로149번길 11,"['반려동물 동반 가능(객실당 2마리, 1마리당 최대 10 kg)*', '장애인 안내 동물 동반 가능', '제한 사항 적용*']"
제우메스 인천공항호텔,인천,중구,인천 중구 흰바위로59번길 31,['반려동물 동반 불가']
인천공항 호텔 준,인천,중구,인천 중구 신도시남로150번길 18,['반려동물 동반 불가']
그랜드 하얏트 인천,인천,중구,인천 중구 영종해안남로321번길 208,['반려동물 동반 불가']
호텔시애틀 인천공항점,인천,중구,인천 중구 신도시남로150번길 8,['반려동물 동반 불가']
오라카이 송도파크 호텔,인천,연수구,인천 연수구 테크노파크로 151,['반려동물 동반 불가']
쉐라톤 그랜드 인천 호텔,인천,연수구,인천 연수구 컨벤시아대로 153,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 오라 인천,강원,춘천시,강원 춘천시 스포츠타운길 376,['반려동물 동반 불가']
인천 프린스 관광호텔,인천,중구,인천 중구 용유서로172번길 22,"['반려동물 동반 가능(반려견과 반려묘만 허용, 객실당 2마리, 1마리당 최대 10 kg)*', '특정 객실만*', '오프리쉬(목줄 미착용) 구역, 반려동물용 변기 이용 가능']"
레이 관광호텔,인천,중구,인천 중구 을왕로58번길 7,['반려동물 동반 불가']
호텔 씨월드,인천,중구,인천 중구 용유서로479번길 50-7,['반려동물 동반 불가']
호텔 파크우드 인천 에어포트,인천,중구,인천 중구 마시란로 34,['반려동물 동반 불가']
위너스호텔,인천,중구,인천 중구 왕산로 40,['반려동물 동반 불가']
월미도 스텔라 마리스 호텔,인천,중구,인천 중구 반달로3번길 16,['반려동물 동반 불가']
인천 다이아몬드호텔,제주,제주시,제주특별자치도 제주시 신대로12길 42,['반려동물 동반 불가']
프리미어스호텔,인천,중구,인천 중구 신포로23번길 3,['반려동물 동반 불가']
베니키아 월미도 더 블리스 호텔,인천,중구,인천 중구 월미로 266,['반려동물 동반 불가']
베니키아호텔 바다의 별,인천,중구,인천 중구 월미로242번길 7-2,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
루비관광호텔 월미도,인천,중구,인천 중구 월미로248번길 1,['반려동물 동반 불가']
베스트 웨스턴 하버 파크 호텔,인천,중구,인천 중구 제물량로 217,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
인천 딘,인천,중구,인천 중구 연안부두로43번길 12,['반려동물 동반 불가']
호텔 498,인천,연수구,인천 연수구 용담로85번길 24,['반려동물 동반 불가']
브라운도트 호텔 송도,인천,연수구,인천 연수구 능허대로 227-7,['반려동물 동반 불가']
호텔원티드,인천,서구,인천 서구 북항로32번길 20,['반려동물 동반 불가']
펜타스타 호텔,인천,서구,인천 서구 오류로14번길 23,['반려동물 동반 불가']
호텔소프라,인천,서구,인천 서구 서곶로301번길 21,['반려동물 동반 불가']
토요코인 인천 부평,인천,부평구,인천 부평구 광장로 10,['반려동물 동반 불가']
인천구월 호텔베이204,인천,남동구,인천 남동구 인하로507번길 21-1,['반려동물 동반 불가']
파크 마린 호텔,인천,남동구,인천 남동구 소래역로 44,['반려동물 동반 불가']
호텔 반월,인천,남동구,인천광역시 남동구 선수촌공원로17번길 6 (구월동),['반려동물 동반 불가']
인천 M플레이스,인천,남동구,인천 남동구 인하로507번길 56,['반려동물 동반 불가']
소래cacao관광 호텔,인천,남동구,인천 남동구 앵고개로948번길 48,['반려동물 동반 불가']
골든 호텔 인천,제주,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 31,['반려동물 동반 불가']
아마레 호텔 작전,인천,계양구,인천 계양구 장제로730번길 14,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔카리스,인천,계양구,인천 계양구 계양대로 28,['반려동물 동반 불가']
블루 하와이 호텔,제주,제주시,제주특별자치도 제주시 한림읍 한림로 75,['반려동물 동반 불가']
펄리플러스 호텔,제주,제주시,제주특별자치도 제주시 도두봉2길 2,['반려동물 동반 불가']
베드라디오 도두봉,제주,제주시,제주 제주시 서해안로 204,['반려동물 동반 불가']
리치호텔,제주,제주시,제주특별자치도 제주시 애월읍 고내로13길 100,['반려동물 동반 불가']
수앤수리조트,제주,제주시,제주 제주시 애월읍 부룡수길 60,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베니키아 더 제주 리조트,제주,제주시,제주특별자치도 제주시 한림읍 협재로 226,['반려동물 동반 불가']
이화호텔,제주,제주시,제주특별자치도 제주시 도령로 155,['반려동물 동반 불가']
에코그린리조트,제주,제주시,제주 제주시 한림읍 귀덕6길 94,['반려동물 동반 불가']
하이 제주 호텔,제주,제주시,제주특별자치도 제주시 한림읍 일주서로 5125,['반려동물 동반 불가']
오션패밀리호텔,제주,제주시,제주 제주시 일주서로 7531,['반려동물 동반 불가']
제주 에어포트 호텔,제주,제주시,제주특별자치도 제주시 도령로 102,['반려동물 동반 불가']
블루하와이리조트,제주,제주시,제주특별자치도 제주시 한림읍 한림로 77,['반려동물 동반 불가']
로긴 리조트,제주,제주시,제주특별자치도 제주시 서해안로 442-11,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
빌라드애월,제주,제주시,제주특별자치도 제주시 애월읍 애월해안로 516-7,['반려동물 동반 불가']
오투힐리조트,제주,제주시,제주 제주시 구좌읍 해맞이해안로 1590-6,['반려동물 동반 불가']
나인리조트,제주,제주시,제주특별자치도 제주시 해안마을북길 14-5,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
아모렉스 리조트,제주,제주시,제주특별자치도 제주시 서해안로 216,['반려동물 동반 불가']
베스트 웨스턴 제주 호텔,제주,제주시,제주특별자치도 제주시 도령로 27,['반려동물 동반 불가']
올레리조트,제주,제주시,제주특별자치도 제주시 애월읍 부룡수길 33,['반려동물 동반 불가']
다인리조트,제주,제주시,제주특별자치도 제주시 애월읍 애월해안로 400-9,['반려동물 동반 불가']
그림리조트,제주,제주시,제주특별자치도 제주시 서해안로 620-1,['반려동물 동반 불가']
꼬뜨도르 호텔,제주,제주시,제주특별자치도 제주시 구좌읍 일주동로 1724,['반려동물 동반 불가']
그랜드 하얏트 제주,제주,제주시,제주특별자치도 제주시 노연로 12,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
시티홀호텔,제주,제주시,제주 제주시 동광로4길 9-4,['반려동물 동반 불가']
다인오세아노 호텔,제주,제주시,제주특별자치도 제주시 애월읍 애월해안로 394,['반려동물 동반 불가']
호텔 시리우스,제주,제주시,제주특별자치도 제주시 도령로 133,['반려동물 동반 불가']
레슬리 호텔,제주,제주시,제주특별자치도 제주시 광평길 3,['반려동물 동반 불가']
호텔샬롬,제주,제주시,제주특별자치도 제주시 동광로 34,['반려동물 동반 불가']
호텔 난타 제주,제주,제주시,제주특별자치도 제주시 선돌목동길 56-26,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 스위트 캐슬,제주,제주시,제주 제주시 조천읍 신북로 443,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
오드리 인,제주,제주시,제주특별자치도 제주시 서해안로 100,['반려동물 동반 불가']
더스테이센추리호텔,제주,제주시,제주특별자치도 제주시 애월읍 일주서로 7113,['반려동물 동반 불가']
어반아일랜드,제주,제주시,제주특별자치도 제주시 삼무로 76,['반려동물 동반 불가']
인덱스제이드림호텔,제주,제주시,제주특별자치도 제주시 은남1길 40,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
제주 슬림 호텔,제주,제주시,제주 제주시 서광로 292-1,['반려동물 동반 불가']
탐라스테이호텔제주,제주,제주시,제주특별자치도 제주시 애월읍 애월해안로 881,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
하버 호텔,제주,제주시,제주 제주시 임항로 260,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔더원,제주,제주시,제주특별자치도 제주시 사장3길 33,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
블랙샌즈호텔,제주,제주시,제주 제주시 선사로 8,['반려동물 동반 불가']
제주 에스호텔,제주,제주시,제주특별자치도 제주시 오일장중길 26,['반려동물 동반 불가']
해마 호텔,제주,제주시,제주특별자치도 제주시 삼무로 28,['반려동물 동반 불가']
베니키아 호텔 제주,제주,제주시,제주 제주시 애월읍 애월해안로 554-6,['반려동물 동반 불가']
제주 갤럭시호텔,제주,제주시,제주특별자치도 제주시 남성로 33,['반려동물 동반 불가']
신라스테이 제주,제주,제주시,제주특별자치도 제주시 노연로 100,['반려동물 동반 불가']
사하라 호텔,충북,청주시,충북 청주시 흥덕구 강서로 83-8,['반려동물 동반 불가']
유니호텔 제주,제주,제주시,제주특별자치도 제주시 애월읍 애월해안로 656,['반려동물 동반 불가']
심스 호텔,제주,제주시,제주 제주시 임항로 249,['반려동물 동반 불가']
아스타호텔,제주,제주시,제주특별자치도 제주시 서사로 129,['반려동물 동반 불가']
아이진호텔,제주,제주시,제주 제주시 신대로22길 4,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
그라벨 호텔 제주,제주,제주시,제주특별자치도 제주시 일주서로 7316,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
팜파스호텔 제주,제주,제주시,제주 제주시 서해안로 368-3,['반려동물 동반 불가']
씨앤호텔,제주,제주시,제주특별자치도 제주시 일주서로 7490,['반려동물 동반 불가']
골든 파크 호텔,제주,제주시,제주 제주시 서광로2길 9,['반려동물 동반 불가']
호텔 컬리넌 제주,제주,제주시,제주특별자치도 제주시 사장1길 26,['반려동물 동반 불가']
미주호텔,제주,제주시,제주특별자치도 제주시 신대로 60,['반려동물 동반 불가']
엠버호텔 센트럴,제주,제주시,제주 제주시 노연로 24,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
롯데시티호텔 제주,제주,제주시,제주특별자치도 제주시 도령로 83,['반려동물 동반 불가']
해호텔 제주,경기,양주시,경기 양주시 장흥면 권율로 83-12,['반려동물 동반 불가']
엠버호텔 제주,제주,제주시,제주특별자치도 제주시 삼무로 12,['반려동물 동반 불가']
로긴 호텔,제주,제주시,제주 제주시 서해안로 442-11,['반려동물 동반 불가']
올레관광호텔,제주,제주시,제주특별자치도 제주시 서광로 254,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
퓨어 스테이,제주,제주시,제주특별자치도 제주시 신대로 68,['반려동물 동반 불가']
엠버시티호텔,제주,제주시,제주 제주시 노연로 13,['반려동물 동반 불가']
애플 호텔,제주,제주시,제주 제주시 동광로 45,['반려동물 동반 불가']
맨하탄호텔,제주,제주시,제주특별자치도 제주시 도령로 66,['반려동물 동반 불가']
오션 그랜드 호텔,제주,제주시,제주특별자치도 제주시 조천읍 조함해안로 490,['반려동물 동반 불가']
라마다 플라자 제주 오션 프론트,제주,제주시,제주특별자치도 제주시 탑동로 66,['반려동물 동반 불가']
코쿤 호텔,제주,제주시,제주특별자치도 제주시 애월읍 중엄3길 50,['반려동물 동반 불가']
제주 메이 더 호텔,제주,제주시,제주특별자치도 제주시 구좌읍 일주동로 1626,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
제주선샤인호텔,제주,제주시,제주특별자치도 제주시 조천읍 신북로 481-9,['반려동물 동반 불가']
스타즈호텔 제주로베로,제주,제주시,제주특별자치도 제주시 관덕로 26,['반려동물 동반 불가']
제주 퍼시픽 호텔,제주,제주시,제주특별자치도 제주시 서사로 20,['반려동물 동반 불가']
호텔 스카이파크 제주 1호점,인천,연수구,인천 연수구 컨벤시아대로 233,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔삼해인,제주,제주시,제주특별자치도 제주시 도령로 108,['반려동물 동반 불가']
제주 오리엔탈호텔 카지노,제주,제주시,제주특별자치도 제주시 탑동로 47,['반려동물 동반 불가']
펄 호텔 제주,제주,제주시,제주 제주시 신대로20길 49,['반려동물 동반 불가']
제주팔레스관광호텔,제주,제주시,제주특별자치도 제주시 탑동로 9,['반려동물 동반 불가']
제주로얄호텔,제주,제주시,제주특별자치도 제주시 신대로12길 45,['반려동물 동반 불가']
메종 글래드 제주,제주,제주시,제주특별자치도 제주시 노연로 80,['반려동물 동반 불가']
망상해변 이스트 하우스,강원,동해시,강원 동해시 동해대로 6267,['반려동물 동반 불가']
호스텔 에스파스,강원,춘천시,강원 춘천시 닥나무길 12,['반려동물 동반 불가']
오색그린야드호텔,강원,양양군,강원 양양군 서면 대청봉길 34,['반려동물 동반 불가']
메이플 호텔,강원,정선군,강원 정선군 남면 무릉1로 85,['반려동물 동반 불가']
현대엘리엇 호텔&리조트,강원,평창군,강원 평창군 대관령면 경강로 4887-5,['반려동물 동반 불가']
세이지우드 홍천 호텔,강원,홍천군,강원 홍천군 두촌면 광석로 898-160,['반려동물 동반 불가']
홍천 화양강 호텔,강원,홍천군,강원 홍천군 홍천읍 소옥개로 142,['반려동물 동반 불가']
속초굿모닝호텔앤리조트,강원,속초시,강원 속초시 해오름로 204,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베니키아 호텔 산과바다 속초,강원,속초시,강원 속초시 동해대로 3707,['반려동물 동반 불가']
망상해오름가족호텔,강원,동해시,강원 동해시 동해대로 6188,['반려동물 동반 불가']
썬크루즈 리조트 & 요트,강원,강릉시,강원 강릉시 강동면 헌화로 950-39,['반려동물 동반 불가']
베니키아 호텔 산과바다 주문진 리조트,강원,강릉시,강원 강릉시 주문진읍 해안로 2070,['반려동물 동반 불가']
춘천 호텔 공지천,강원,춘천시,강원 춘천시 수변공원길 11,['반려동물 동반 불가']
베니키아 호텔 산과바다 양양,강원,속초시,강원 속초시 동해대로 3691,['반려동물 동반 불가']
인제 스피디움 호텔 & 리조트,강원,인제군,강원 인제군 기린면 상하답로 130,['반려동물 동반 불가']
베니키아 KCP 호텔,강원,양구군,강원 양구군 양구읍 파로호로 993-19,['반려동물 동반 불가']
퍼시먼 관광호텔,강원,정선군,강원 정선군 남면 무릉4로 2,['반려동물 동반 불가']
하이원 팰리스 호텔 & CC,강원,정선군,강원 정선군 고한읍 고한7길 399,['반려동물 동반 불가']
하이원 그랜드 호텔 메인타워,강원,정선군,강원 정선군 사북읍 하이원길 265,['반려동물 동반 불가']
휘닉스 평창 호텔,강원,횡성군,강원 횡성군 우천면 서동로 116,['반려동물 동반 불가']
"홀리데이 인 리조트 알펜시아 평창, IHG 호텔",강원,평창군,강원 평창군 대관령면 솔봉로 325,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
"인터컨티넨탈 평창 리조트 알펜시아, IHG 호텔",강원,평창군,강원 평창군 대관령면 솔봉로 325,['반려동물 동반 불가']
쏠비치 삼척,강원,삼척시,강원 삼척시 수로부인길 453,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
롯데리조트속초,강원,속초시,강원 속초시 대포항길 186,['반려동물 동반 불가']
호텔 마레몬스,강원,속초시,강원 속초시 동해대로 3705,['반려동물 동반 불가']
켄싱턴호텔 설악,강원,속초시,강원 속초시 설악산로 998,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
동해보양온천컨벤션호텔,강원,동해시,강원 동해시 동해대로 6285,['반려동물 동반 불가']
뉴동해 호텔,강원,동해시,강원 동해시 평릉길 1,['반려동물 동반 불가']
호텔 이스트나인,강원,강릉시,강원 강릉시 교동광장로100번길 8-6,['반려동물 동반 불가']
강릉관광호텔,강원,강릉시,강원 강릉시 금성로 62,['반려동물 동반 불가']
더 홍씨호텔 강릉,강원,강릉시,강원 강릉시 옥천로65번길 2-6,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
경포비치호텔,강원,강릉시,강원 강릉시 해안로406번길 17,['반려동물 동반 불가']
씨마크 호텔,강원,강릉시,강원 강릉시 해안로406번길 2,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
오키드 호텔,강원,원주시,강원 원주시 봉화로 26,['반려동물 동반 불가']
베니키아 호텔 비즈인,강원,원주시,강원 원주시 만대로 7-1,['반려동물 동반 불가']
호텔인터불고 원주,강원,원주시,강원 원주시 동부순환로 200,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
춘천베어스호텔,강원,춘천시,강원 춘천시 스포츠타운길 376,['반려동물 동반 불가']
춘천 세종호텔,강원,춘천시,강원 춘천시 봉의산길 31,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
소테츠 호텔즈 더 스프라지르 서울 동대문,서울,중구,서울 중구 장충단로 226,['반려동물 동반 불가']
루미아 호텔 명동,서울,종로구,서울 종로구 난계로29길 19-11,['반려동물 동반 불가']
트레블로지 명동 을지로 호텔,서울,중구,서울 중구 수표로 61,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
스테이비호텔 명동,서울,중구,서울 중구 충무로 23-1,['반려동물 동반 불가']
이비스 스타일 앰배서더 서울 명동,서울,중구,서울 중구 삼일대로 302,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호스텔 두 탕파스,서울,중구,서울 중구 퇴계로 159-8,['반려동물 동반 불가']
오리엔스 호텔 & 레지던스,서울,중구,서울 중구 삼일대로2길 50,['반려동물 동반 불가']
스타즈 호텔 명동 II,서울,중구,서울 중구 수표로 16,['반려동물 동반 불가']
호텔 모닝스카이,서울,중구,서울 중구 퇴계로45길 32-37,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
베이튼 호텔,서울,중구,서울 중구 동호로 346,['반려동물 동반 불가']
데이즈 호텔 명동,서울,중구,서울 중구 퇴계로 107,['반려동물 동반 불가']
호텔 스카이파크 동대문 1호점,서울,중구,서울 중구 동호로 335,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
24게스트하우스 동대문마켓,서울,중구,서울 중구 을지로 280-2,['반려동물 동반 불가']
티마크 호텔 명동,서울,중구,서울 중구 충무로 15,['반려동물 동반 불가']
써미트호텔 동대문,서울,중구,서울 중구 장충단로 198,['반려동물 동반 불가']
프레이저 플레이스 남대문,서울,중구,서울 중구 통일로 78,['반려동물 동반 불가']
더 그랜드 호텔 명동,서울,중구,서울 중구 명동8가길 38,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 마누,서울,중구,서울 중구 퇴계로 19,['반려동물 동반 불가']
호텔스카이파크 명동3호점,서울,중구,서울 중구 퇴계로 139,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
프레이저 플레이스 센트럴 서울,서울,중구,서울 중구 통일로 78,"['반려동물 동반 가능(반려견만 허용, 객실당 2마리, 1마리당 최대 10 kg)*', '제한 사항 적용*']"
이비스 앰배서더 서울 명동,서울,중구,서울 중구 남대문로 78,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔국도,서울,중구,서울 중구 을지로 164,['반려동물 동반 불가']
반얀 트리 클럽 & 스파 서울,서울,중구,서울 중구 장충단로 60,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
코리아나 호텔,서울,중구,서울 중구 세종대로 135,['반려동물 동반 불가']
로얄호텔서울,서울,중구,서울 중구 명동길 61,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
롯데 호텔 서울,서울,중구,서울 중구 을지로 30,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
"더 플라자 서울, 오토그래프 컬렉션",서울,중구,서울 중구 소공로 119,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
퍼시픽 호텔,서울,중구,서울 중구 퇴계로20길 2,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
세종 호텔,서울,중구,서울 중구 퇴계로 145,['반려동물 동반 불가']
호텔 피제이 명동,서울,중구,서울 중구 마른내로 71,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
뉴서울 호텔,서울,중구,서울 중구 세종대로22길 16,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호텔 프린스 서울,서울,중구,서울 중구 퇴계로 130,['반려동물 동반 불가']
프레지던트호텔,서울,중구,서울 중구 을지로 16,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
메트로호텔,서울,중구,서울 중구 명동9가길 14,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
서울앤호텔 동대문,서울,종로구,서울 종로구 종로66가길 21,['반려동물 동반 불가']
호스텔 하루,서울,종로구,서울 종로구 청계천로 61,['반려동물 동반 불가']
서울달빛 동대문 게스트하우스,서울,종로구,서울 종로구 종로54길 9-10,['반려동물 동반 불가']
호텔순라,서울,종로구,서울 종로구 율곡로10길 11,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
호스텔 클로이,서울,종로구,서울 종로구 종로16길 32-4,['반려동물 동반 불가']
호스텔 코리아 오리지널,서울,종로구,서울 종로구 돈화문로 85,['반려동물 동반 불가']
호스텔토미,서울,종로구,서울 종로구 돈화문로 66,['반려동물 동반 불가']
호텔 다다,서울,종로구,서울 종로구 삼일대로32가길 33,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
오라카이 대학로호텔,서울,종로구,서울 종로구 율곡로 180,['반려동물 동반 불가']
HOTEL DM,서울,종로구,서울 종로구 난계로29길 73,['반려동물 동반 불가']
오라카이 인사동 스위트,서울,종로구,서울 종로구 인사동4길 18,['반려동물 동반 불가']
목시 서울 인사동,서울,종로구,서울 종로구 돈화문로11길 37,['반려동물 동반 불가']
글루호텔,서울,종로구,서울 종로구 율곡로 228,['반려동물 동반 불가']
나인트리프리미어호텔인사동,서울,종로구,서울 종로구 인사동길 49,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
썬비호텔,서울,종로구,서울 종로구 인사동7길 26,['반려동물 동반 불가']
호텔 쿠레타케소 인사동 서울,서울,종로구,서울 종로구 인사동길 20-9,['반려동물 동반 불가']
루미아호텔,서울,종로구,서울 종로구 난계로29길 19-11,['반려동물 동반 불가']
호텔 아트리움,서울,종로구,서울 종로구 창경궁로 106,['반려동물 동반 불가']
종로 메이커스 X 이쁘다 호텔,서울,종로구,서울 종로구 돈화문로11길 33,['반려동물 동반 불가']
신라스테이 광화문,서울,종로구,서울 종로구 삼봉로 71,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
고궁호텔,서울,종로구,서울 종로구 율곡로 164,['반려동물 동반 불가']
메이플레이스 서울 동대문,서울,종로구,서울 종로구 율곡로 179,['반려동물 동반 불가']
JW 메리어트 동대문 스퀘어 서울,서울,종로구,서울 종로구 청계천로 279,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
이비스 앰배서더 서울 인사동,서울,종로구,서울 종로구 삼일대로30길 31,"['반려동물 동반 불가', '장애인 안내 동물 동반 가능']"
여수 노블호텔,전남,여수시,전남 여수시 돌산읍 강남해안로 93,['반려동물 동반 불가']
아미드 호텔 서울,서울,종로구,서울 종로구 인사동5길 38,['반려동물 동반 불가']
호텔 베뉴지,서울,종로구,서울 종로구 청계천로 117,['반려동물 동반 불가']
